ID,平均价格,最近一次使用消费券的折扣,历史使用优惠券折扣的最大值,历史购买总次数,最近一次消费金额,历史消费金额的平均值,历史使用优惠券的频率,历史使用优惠券的总次数,历史购买产品数量,最近一次购买宝贝数量,历史购买产品最大平均值,Action,next.1,next.2,next.3,next.4,next.5,next.6,next.7,next.8,next.9,next.10,next.11,Reward
0.0,250.1,2.0,4.0,37.0,108.0,204.0351351351351,0.8918918918918919,33.0,53.0,1.0,599.0,2.0,108.0,2.0,4.0,38.0,250.1,205.2473684210526,0.8947368421052632,34.0,54.0,1.0,599.0,174.4
0.0,108.0,2.0,4.0,38.0,250.1,205.2473684210526,0.8947368421052632,34.0,54.0,1.0,599.0,2.0,250.1,2.0,4.0,39.0,108.0,202.75384615384615,0.8974358974358975,35.0,55.0,1.0,599.0,65.96
0.0,250.1,2.0,4.0,39.0,108.0,202.75384615384615,0.8974358974358975,35.0,55.0,1.0,599.0,1.0,138.0,1.0,4.0,40.0,250.1,203.9375,0.9,36.0,56.0,2.0,599.0,209.0
0.0,138.0,1.0,4.0,40.0,250.1,203.9375,0.9,36.0,56.0,2.0,599.0,3.0,399.0,3.0,4.0,41.0,276.0,205.6951219512195,0.9024390243902439,37.0,58.0,1.0,599.0,148.53
0.0,399.0,3.0,4.0,41.0,276.0,205.6951219512195,0.9024390243902439,37.0,58.0,1.0,599.0,4.0,20.7,4.0,4.0,42.0,399.0,210.29761904761904,0.9047619047619048,38.0,59.0,1.0,599.0,138.0
0.0,20.7,4.0,4.0,42.0,399.0,210.29761904761904,0.9047619047619048,38.0,59.0,1.0,599.0,2.0,250.1,2.0,4.0,43.0,20.7,205.88837209302326,0.9069767441860465,39.0,60.0,1.0,599.0,13.65
0.0,250.1,2.0,4.0,43.0,20.7,205.88837209302326,0.9069767441860465,39.0,60.0,1.0,599.0,2.0,108.0,2.0,4.0,44.0,250.1,206.89318181818183,0.9090909090909091,40.0,61.0,1.0,599.0,168.24
0.0,108.0,2.0,4.0,44.0,250.1,206.89318181818183,0.9090909090909091,40.0,61.0,1.0,599.0,2.0,199.0,2.0,4.0,45.0,108.0,204.6955555555556,0.9111111111111111,41.0,62.0,1.0,599.0,66.49
1.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,399.0,3.0,108.0,0.0,0.0,1.0,399.0,399.0,0.0,0.0,1.0,1.0,399.0,0.0
1.0,108.0,0.0,0.0,1.0,399.0,399.0,0.0,0.0,1.0,1.0,399.0,2.0,399.0,2.0,2.0,2.0,108.0,253.5,0.5,1.0,2.0,1.0,399.0,68.0
1.0,399.0,2.0,2.0,2.0,108.0,253.5,0.5,1.0,2.0,1.0,399.0,1.0,187.9,1.0,2.0,3.0,399.0,302.0,0.6666666666666666,2.0,3.0,1.0,399.0,368.0
1.0,187.9,1.0,2.0,3.0,399.0,302.0,0.6666666666666666,2.0,3.0,1.0,399.0,3.0,108.0,3.0,3.0,4.0,187.9,273.475,0.75,3.0,4.0,1.0,399.0,82.25
1.0,108.0,3.0,3.0,4.0,187.9,273.475,0.75,3.0,4.0,1.0,399.0,2.0,108.0,2.0,3.0,5.0,108.0,240.38000000000002,0.8,4.0,5.0,2.0,399.0,65.96
1.0,108.0,2.0,3.0,5.0,108.0,240.38000000000002,0.8,4.0,5.0,2.0,399.0,3.0,18.0,3.0,3.0,6.0,216.0,236.3166666666667,0.8333333333333334,5.0,7.0,1.0,399.0,111.93
1.0,18.0,3.0,3.0,6.0,216.0,236.3166666666667,0.8333333333333334,5.0,7.0,1.0,399.0,0.0,21.6,3.0,3.0,6.0,216.0,236.3166666666667,0.8333333333333334,5.0,7.0,5.0,399.0,0.0
1.0,21.6,3.0,3.0,6.0,216.0,236.3166666666667,0.8333333333333334,5.0,7.0,5.0,399.0,2.0,36.0,2.0,3.0,7.0,108.0,217.9857142857143,0.8571428571428571,6.0,12.0,3.0,399.0,66.58
1.0,36.0,2.0,3.0,7.0,108.0,217.9857142857143,0.8571428571428571,6.0,12.0,3.0,399.0,2.0,299.0,2.0,3.0,8.0,108.0,204.2375,0.875,7.0,15.0,1.0,399.0,68.0
1.0,299.0,2.0,3.0,8.0,108.0,204.2375,0.875,7.0,15.0,1.0,399.0,4.0,108.0,4.0,4.0,9.0,299.0,214.76666666666668,0.8888888888888888,8.0,16.0,1.0,399.0,96.03
1.0,108.0,4.0,4.0,9.0,299.0,214.76666666666668,0.8888888888888888,8.0,16.0,1.0,399.0,3.0,108.0,3.0,4.0,10.0,108.0,204.09,0.9,9.0,17.0,1.0,399.0,56.75
1.0,108.0,3.0,4.0,10.0,108.0,204.09,0.9,9.0,17.0,1.0,399.0,2.0,108.0,2.0,4.0,11.0,108.0,195.35454545454547,0.9090909090909091,10.0,18.0,1.0,399.0,65.96
1.0,108.0,2.0,4.0,11.0,108.0,195.35454545454547,0.9090909090909091,10.0,18.0,1.0,399.0,2.0,108.0,2.0,4.0,12.0,108.0,188.07500000000002,0.9166666666666666,11.0,19.0,1.0,399.0,65.96
1.0,108.0,2.0,4.0,12.0,108.0,188.07500000000002,0.9166666666666666,11.0,19.0,1.0,399.0,2.0,299.0,2.0,4.0,12.0,108.0,188.07500000000002,0.9166666666666666,11.0,19.0,1.0,399.0,0.0
1.0,299.0,2.0,4.0,12.0,108.0,188.07500000000002,0.9166666666666666,11.0,19.0,1.0,399.0,4.0,299.5,4.0,4.0,13.0,299.0,196.6076923076923,0.9230769230769231,12.0,20.0,2.0,399.0,99.0
1.0,299.5,4.0,4.0,13.0,299.0,196.6076923076923,0.9230769230769231,12.0,20.0,2.0,399.0,4.0,62.63333333333333,4.0,4.0,14.0,599.0,225.35,0.9285714285714286,13.0,22.0,3.0,399.0,117.29
1.0,62.63333333333333,4.0,4.0,14.0,599.0,225.35,0.9285714285714286,13.0,22.0,3.0,399.0,3.0,187.9,4.0,4.0,14.0,599.0,225.35,0.9285714285714286,13.0,22.0,1.0,399.0,0.0
1.0,187.9,4.0,4.0,14.0,599.0,225.35,0.9285714285714286,13.0,22.0,1.0,399.0,3.0,399.0,3.0,4.0,15.0,187.9,222.85333333333335,0.9333333333333333,14.0,23.0,1.0,399.0,80.4
1.0,399.0,3.0,4.0,15.0,187.9,222.85333333333335,0.9333333333333333,14.0,23.0,1.0,399.0,1.0,125.05,1.0,4.0,16.0,399.0,233.8625,0.9375,15.0,24.0,2.0,399.0,366.25
1.0,125.05,1.0,4.0,16.0,399.0,233.8625,0.9375,15.0,24.0,2.0,399.0,2.0,199.0,1.0,4.0,17.0,250.1,234.81764705882352,0.8823529411764706,15.0,26.0,1.0,399.0,0.0
1.0,199.0,1.0,4.0,17.0,250.1,234.81764705882352,0.8823529411764706,15.0,26.0,1.0,399.0,2.0,108.0,2.0,4.0,18.0,199.0,232.82777777777775,0.8888888888888888,16.0,27.0,1.0,399.0,133.86
