编号,最近一次使用消费券的折扣,历史使用优惠券折扣的最大值,历史购买总次数,最近一次消费金额,历史消费金额的平均值,历史使用优惠券的频率,历史使用优惠券的总次数,历史购买产品数量,Action,next.1,next.2,next.3,next.4,next.5,next.6,next.7,next.8,Reward
344.0,3.0,3.0,4.0,110.9,128.28,1.0,4.0,5.0,3.0,3.0,3.0,5.0,193.7,141.36399999999998,1.0,5.0,9.0,193.7
344.0,3.0,3.0,5.0,193.7,141.36399999999998,1.0,5.0,9.0,3.0,3.0,3.0,6.0,138.0,140.8033333333333,1.0,6.0,10.0,138.0
344.0,3.0,3.0,6.0,138.0,140.8033333333333,1.0,6.0,10.0,0.0,0.0,3.0,7.0,202.73,149.65,1.0,7.0,11.0,202.73
344.0,0.0,3.0,7.0,202.73,149.65,1.0,7.0,11.0,2.0,2.0,3.0,8.0,137.0,148.06875,1.0,8.0,12.0,137.0
344.0,2.0,3.0,8.0,137.0,148.06875,1.0,8.0,12.0,2.0,2.0,3.0,9.0,83.82,140.92999999999998,1.0,9.0,13.0,83.82
344.0,2.0,3.0,9.0,83.82,140.92999999999998,1.0,9.0,13.0,0.0,2.0,3.0,10.0,39.9,130.827,0.9,9.0,14.0,39.9
344.0,2.0,3.0,10.0,39.9,130.827,0.9,9.0,14.0,3.0,3.0,3.0,10.0,39.9,130.827,1.0,10.0,14.0,0.0
344.0,3.0,3.0,10.0,39.9,130.827,1.0,10.0,14.0,3.0,3.0,3.0,11.0,46.77,123.18545454545455,1.0,11.0,15.0,46.77
344.0,3.0,3.0,11.0,46.77,123.18545454545455,1.0,11.0,15.0,0.0,3.0,3.0,12.0,59.9,117.91166666666668,0.9166666666666666,11.0,16.0,59.9
345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,84.11,84.11,1.0,1.0,1.0,84.11
345.0,2.0,2.0,1.0,84.11,84.11,1.0,1.0,1.0,3.0,3.0,3.0,2.0,111.78,97.945,1.0,2.0,2.0,111.78
345.0,3.0,3.0,2.0,111.78,97.945,1.0,2.0,2.0,1.0,1.0,3.0,3.0,318.0,171.29666666666665,1.0,3.0,3.0,318.0
345.0,1.0,3.0,3.0,318.0,171.29666666666665,1.0,3.0,3.0,2.0,2.0,3.0,4.0,115.16,157.2625,1.0,4.0,5.0,115.16
345.0,2.0,3.0,4.0,115.16,157.2625,1.0,4.0,5.0,2.0,2.0,3.0,5.0,114.68,148.746,1.0,5.0,6.0,114.68
345.0,2.0,3.0,5.0,114.68,148.746,1.0,5.0,6.0,3.0,3.0,3.0,6.0,119.13,143.81,1.0,6.0,7.0,119.13
345.0,3.0,3.0,6.0,119.13,143.81,1.0,6.0,7.0,3.0,3.0,3.0,6.0,119.13,143.81,1.1666666666666667,7.0,7.0,0.0
345.0,3.0,3.0,6.0,119.13,143.81,1.1666666666666667,7.0,7.0,1.0,1.0,3.0,7.0,65.96,132.68857142857144,1.1428571428571428,8.0,8.0,65.96
345.0,1.0,3.0,7.0,65.96,132.68857142857144,1.1428571428571428,8.0,8.0,2.0,2.0,3.0,8.0,55.24,123.00750000000001,1.125,9.0,9.0,55.24
346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,104.18,104.18,1.0,1.0,1.0,104.18
346.0,1.0,1.0,1.0,104.18,104.18,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.49,60.335,1.0,2.0,2.0,16.49
346.0,1.0,1.0,2.0,16.49,60.335,1.0,2.0,2.0,1.0,1.0,1.0,3.0,68.0,62.89000000000001,1.0,3.0,3.0,68.0
346.0,1.0,1.0,3.0,68.0,62.89000000000001,1.0,3.0,3.0,2.0,2.0,2.0,4.0,99.8,72.1175,1.0,4.0,4.0,99.8
347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
352.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
352.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,44.12,44.12,4.0,4.0,3.0,44.12
352.0,1.0,3.0,1.0,44.12,44.12,4.0,4.0,3.0,3.0,3.0,3.0,1.0,44.12,44.12,5.0,5.0,3.0,0.0
352.0,3.0,3.0,1.0,44.12,44.12,5.0,5.0,3.0,3.0,3.0,3.0,1.0,44.12,44.12,6.0,6.0,3.0,0.0
352.0,3.0,3.0,1.0,44.12,44.12,6.0,6.0,3.0,1.0,1.0,3.0,2.0,13.6,28.86,3.5,7.0,4.0,13.6
353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,299.34,299.34,1.0,1.0,1.0,299.34
353.0,2.0,2.0,1.0,299.34,299.34,1.0,1.0,1.0,2.0,2.0,2.0,2.0,326.56,312.95,1.0,2.0,2.0,326.56
354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
354.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,173.39,155.695,1.0,2.0,3.0,173.39
355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
355.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,68.0,68.0,2.0,2.0,1.0,0.0
355.0,3.0,3.0,1.0,68.0,68.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,65.96,66.97999999999999,1.5,3.0,2.0,65.96
355.0,1.0,3.0,2.0,65.96,66.97999999999999,1.5,3.0,2.0,2.0,2.0,3.0,3.0,279.8,137.92,1.3333333333333333,4.0,7.0,279.8
357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,171.97,171.97,1.0,1.0,3.0,171.97
358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,209.0
358.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,209.0,209.0,1.0,2.0,2.0,209.0
358.0,0.0,0.0,2.0,209.0,209.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,99.0,172.33333333333334,1.0,3.0,3.0,99.0
358.0,3.0,3.0,3.0,99.0,172.33333333333334,1.0,3.0,3.0,3.0,3.0,3.0,4.0,121.0,159.5,1.0,4.0,4.0,121.0
358.0,3.0,3.0,4.0,121.0,159.5,1.0,4.0,4.0,2.0,2.0,3.0,5.0,173.36,162.272,1.0,5.0,5.0,173.36
358.0,2.0,3.0,5.0,173.36,162.272,1.0,5.0,5.0,3.0,3.0,3.0,6.0,142.81,159.02833333333334,1.0,6.0,7.0,142.81
358.0,3.0,3.0,6.0,142.81,159.02833333333334,1.0,6.0,7.0,1.0,1.0,3.0,7.0,65.96,145.73285714285717,1.0,7.0,8.0,65.96
358.0,1.0,3.0,7.0,65.96,145.73285714285717,1.0,7.0,8.0,2.0,2.0,3.0,8.0,119.0,142.39125,1.0,8.0,10.0,119.0
358.0,2.0,3.0,8.0,119.0,142.39125,1.0,8.0,10.0,1.0,1.0,3.0,9.0,138.0,141.90333333333334,1.0,9.0,11.0,138.0
358.0,1.0,3.0,9.0,138.0,141.90333333333334,1.0,9.0,11.0,2.0,2.0,3.0,10.0,99.8,137.693,1.0,10.0,12.0,99.8
358.0,2.0,3.0,10.0,99.8,137.693,1.0,10.0,12.0,0.0,0.0,3.0,11.0,209.0,144.17545454545456,1.0,11.0,13.0,209.0
358.0,0.0,3.0,11.0,209.0,144.17545454545456,1.0,11.0,13.0,1.0,1.0,3.0,12.0,68.0,137.82750000000001,1.0,12.0,14.0,68.0
358.0,1.0,3.0,12.0,68.0,137.82750000000001,1.0,12.0,14.0,2.0,2.0,3.0,13.0,99.8,134.9023076923077,1.0,13.0,15.0,99.8
358.0,2.0,3.0,13.0,99.8,134.9023076923077,1.0,13.0,15.0,1.0,1.0,3.0,14.0,65.96,129.97785714285715,1.0,14.0,16.0,65.96
358.0,1.0,3.0,14.0,65.96,129.97785714285715,1.0,14.0,16.0,0.0,0.0,3.0,15.0,20.08,122.65133333333333,1.0,15.0,17.0,20.08
358.0,0.0,3.0,15.0,20.08,122.65133333333333,1.0,15.0,17.0,2.0,2.0,3.0,16.0,96.81,121.03625,1.0,16.0,18.0,96.81
358.0,2.0,3.0,16.0,96.81,121.03625,1.0,16.0,18.0,1.0,1.0,3.0,17.0,368.0,135.5635294117647,1.0,17.0,19.0,368.0
360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,209.0
363.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,209.0,209.0,2.0,2.0,1.0,0.0
364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,115.32,115.32,1.0,1.0,1.0,115.32
364.0,3.0,3.0,1.0,115.32,115.32,1.0,1.0,1.0,2.0,2.0,3.0,2.0,99.8,107.56,1.0,2.0,2.0,99.8
366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
374.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,318.0,228.0,1.0,2.0,2.0,318.0
374.0,1.0,1.0,2.0,318.0,228.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,55.23,170.41,1.0,3.0,3.0,55.23
374.0,2.0,2.0,3.0,55.23,170.41,1.0,3.0,3.0,2.0,2.0,2.0,4.0,54.67,141.475,1.0,4.0,4.0,54.67
376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,99.9,99.9,1.0,1.0,2.0,99.9
379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
379.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,3.0,3.0,3.0,1.0,99.8,99.8,2.0,2.0,1.0,0.0
379.0,3.0,3.0,1.0,99.8,99.8,2.0,2.0,1.0,2.0,2.0,3.0,2.0,54.78,77.28999999999999,1.5,3.0,2.0,54.78
379.0,2.0,3.0,2.0,54.78,77.28999999999999,1.5,3.0,2.0,2.0,2.0,3.0,3.0,113.35,89.30999999999999,1.3333333333333333,4.0,4.0,113.35
379.0,2.0,3.0,3.0,113.35,89.30999999999999,1.3333333333333333,4.0,4.0,1.0,1.0,3.0,4.0,68.0,83.98249999999999,1.25,5.0,5.0,68.0
379.0,1.0,3.0,4.0,68.0,83.98249999999999,1.25,5.0,5.0,2.0,2.0,3.0,5.0,96.81,86.54799999999999,1.2,6.0,6.0,96.81
379.0,2.0,3.0,5.0,96.81,86.54799999999999,1.2,6.0,6.0,3.0,3.0,3.0,5.0,96.81,86.54799999999999,1.4,7.0,6.0,0.0
379.0,3.0,3.0,5.0,96.81,86.54799999999999,1.4,7.0,6.0,2.0,2.0,3.0,6.0,170.34,100.51333333333332,1.3333333333333333,8.0,7.0,170.34
379.0,2.0,3.0,6.0,170.34,100.51333333333332,1.3333333333333333,8.0,7.0,3.0,3.0,3.0,7.0,119.8,103.2685714285714,1.2857142857142858,9.0,9.0,119.8
379.0,3.0,3.0,7.0,119.8,103.2685714285714,1.2857142857142858,9.0,9.0,2.0,2.0,3.0,8.0,96.81,102.46124999999998,1.25,10.0,10.0,96.81
379.0,2.0,3.0,8.0,96.81,102.46124999999998,1.25,10.0,10.0,1.0,1.0,3.0,9.0,68.0,98.6322222222222,1.2222222222222223,11.0,11.0,68.0
382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,56.72,56.72,1.0,1.0,1.0,56.72
382.0,2.0,2.0,1.0,56.72,56.72,1.0,1.0,1.0,1.0,1.0,2.0,2.0,65.96,61.339999999999996,1.0,2.0,2.0,65.96
384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,136.0,136.0,1.0,1.0,2.0,136.0
385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,257.8,257.8,1.0,1.0,2.0,257.8
396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,276.0,276.0,1.0,1.0,2.0,276.0
398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,80.6,80.6,1.0,1.0,1.0,80.6
404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,296.48,296.48,1.0,1.0,1.0,296.48
405.0,2.0,2.0,1.0,296.48,296.48,1.0,1.0,1.0,1.0,1.0,2.0,2.0,131.92,214.2,1.0,2.0,3.0,131.92
406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,135.91,135.91,1.0,1.0,1.0,135.91
406.0,3.0,3.0,1.0,135.91,135.91,1.0,1.0,1.0,2.0,2.0,3.0,2.0,84.03,109.97,1.0,2.0,2.0,84.03
406.0,2.0,3.0,2.0,84.03,109.97,1.0,2.0,2.0,1.0,1.0,3.0,3.0,303.86,174.6,1.0,3.0,3.0,303.86
406.0,1.0,3.0,3.0,303.86,174.6,1.0,3.0,3.0,1.0,1.0,3.0,4.0,309.75,208.3875,1.0,4.0,4.0,309.75
406.0,1.0,3.0,4.0,309.75,208.3875,1.0,4.0,4.0,1.0,1.0,3.0,5.0,309.75,228.66,1.0,5.0,5.0,309.75
406.0,1.0,3.0,5.0,309.75,228.66,1.0,5.0,5.0,1.0,1.0,3.0,6.0,309.75,242.17499999999998,1.0,6.0,6.0,309.75
406.0,1.0,3.0,6.0,309.75,242.17499999999998,1.0,6.0,6.0,1.0,1.0,3.0,7.0,318.86,253.12999999999997,1.0,7.0,7.0,318.86
406.0,1.0,3.0,7.0,318.86,253.12999999999997,1.0,7.0,7.0,1.0,1.0,3.0,8.0,317.36,261.15875,1.0,8.0,8.0,317.36
406.0,1.0,3.0,8.0,317.36,261.15875,1.0,8.0,8.0,1.0,1.0,3.0,9.0,318.86,267.57,1.0,9.0,9.0,318.86
409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.9,39.9,0.0,0.0,1.0,39.9
415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,136.0,136.0,1.0,1.0,2.0,136.0
418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,318.0,318.0,1.0,1.0,1.0,318.0
419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
419.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,2.0,2.0,2.0,2.0,99.8,99.8,1.0,2.0,2.0,99.8
419.0,2.0,2.0,2.0,99.8,99.8,1.0,2.0,2.0,2.0,2.0,2.0,3.0,96.81,98.80333333333333,1.0,3.0,3.0,96.81
419.0,2.0,2.0,3.0,96.81,98.80333333333333,1.0,3.0,3.0,1.0,1.0,2.0,4.0,89.0,96.35249999999999,1.0,4.0,4.0,89.0
420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,83.34,83.34,1.0,1.0,1.0,83.34
420.0,2.0,2.0,1.0,83.34,83.34,1.0,1.0,1.0,1.0,1.0,2.0,2.0,68.0,75.67,1.0,2.0,2.0,68.0
420.0,1.0,2.0,2.0,68.0,75.67,1.0,2.0,2.0,1.0,1.0,2.0,3.0,123.31,91.55,1.0,3.0,3.0,123.31
421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,136.86,136.86,1.0,1.0,1.0,136.86
421.0,2.0,2.0,1.0,136.86,136.86,1.0,1.0,1.0,2.0,2.0,2.0,2.0,171.86,154.36,1.0,2.0,3.0,171.86
421.0,2.0,2.0,2.0,171.86,154.36,1.0,2.0,3.0,3.0,3.0,3.0,3.0,88.0,132.24,1.0,3.0,4.0,88.0
421.0,3.0,3.0,3.0,88.0,132.24,1.0,3.0,4.0,2.0,2.0,3.0,4.0,110.73,126.86250000000001,1.0,4.0,6.0,110.73
422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,109.55,109.55,1.0,1.0,2.0,109.55
422.0,2.0,2.0,1.0,109.55,109.55,1.0,1.0,2.0,1.0,1.0,2.0,2.0,136.0,122.775,1.0,2.0,4.0,136.0
422.0,1.0,2.0,2.0,136.0,122.775,1.0,2.0,4.0,3.0,3.0,3.0,3.0,138.0,127.85000000000001,1.0,3.0,5.0,138.0
423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
423.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,359.29,229.54500000000002,1.0,2.0,3.0,359.29
423.0,1.0,2.0,2.0,359.29,229.54500000000002,1.0,2.0,3.0,0.0,0.0,2.0,3.0,368.0,275.69666666666666,1.0,3.0,4.0,368.0
423.0,0.0,2.0,3.0,368.0,275.69666666666666,1.0,3.0,4.0,3.0,3.0,3.0,4.0,96.03,230.78,1.0,4.0,5.0,96.03
423.0,3.0,3.0,4.0,96.03,230.78,1.0,4.0,5.0,1.0,1.0,3.0,5.0,206.0,225.82399999999998,1.0,5.0,7.0,206.0
423.0,1.0,3.0,5.0,206.0,225.82399999999998,1.0,5.0,7.0,2.0,2.0,3.0,6.0,99.8,204.81999999999996,1.0,6.0,8.0,99.8
424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
425.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,2.0,2.0,2.0,2.0,99.8,82.88,1.0,2.0,2.0,99.8
425.0,2.0,2.0,2.0,99.8,82.88,1.0,2.0,2.0,3.0,3.0,3.0,2.0,99.8,82.88,1.5,3.0,2.0,0.0
425.0,3.0,3.0,2.0,99.8,82.88,1.5,3.0,2.0,2.0,2.0,3.0,3.0,99.8,88.52,1.3333333333333333,4.0,3.0,99.8
425.0,2.0,3.0,3.0,99.8,88.52,1.3333333333333333,4.0,3.0,0.0,0.0,3.0,4.0,209.0,118.64,1.25,5.0,4.0,209.0
425.0,0.0,3.0,4.0,209.0,118.64,1.25,5.0,4.0,3.0,3.0,3.0,5.0,115.18,117.94800000000001,1.2,6.0,5.0,115.18
425.0,3.0,3.0,5.0,115.18,117.94800000000001,1.2,6.0,5.0,3.0,3.0,3.0,5.0,115.18,117.94800000000001,1.4,7.0,5.0,0.0
425.0,3.0,3.0,5.0,115.18,117.94800000000001,1.4,7.0,5.0,1.0,1.0,3.0,6.0,192.06,130.29999999999998,1.3333333333333333,8.0,7.0,192.06
426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
427.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,2.0,2.0,2.0,2.0,80.18,89.99000000000001,1.0,2.0,2.0,80.18
427.0,2.0,2.0,2.0,80.18,89.99000000000001,1.0,2.0,2.0,2.0,2.0,2.0,3.0,80.26,86.74666666666667,1.0,3.0,3.0,80.26
427.0,2.0,2.0,3.0,80.26,86.74666666666667,1.0,3.0,3.0,1.0,1.0,2.0,4.0,65.96,81.55,1.0,4.0,4.0,65.96
427.0,1.0,2.0,4.0,65.96,81.55,1.0,4.0,4.0,1.0,1.0,2.0,5.0,68.0,78.84,1.0,5.0,5.0,68.0
428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
428.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,68.0,68.0,1.0,2.0,2.0,68.0
428.0,1.0,1.0,2.0,68.0,68.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,318.0,151.33333333333334,1.0,3.0,3.0,318.0
428.0,1.0,1.0,3.0,318.0,151.33333333333334,1.0,3.0,3.0,1.0,1.0,1.0,4.0,138.0,148.0,1.0,4.0,4.0,138.0
428.0,1.0,1.0,4.0,138.0,148.0,1.0,4.0,4.0,0.0,1.0,1.0,5.0,59.9,130.38,0.8,4.0,5.0,59.9
428.0,1.0,1.0,5.0,59.9,130.38,0.8,4.0,5.0,2.0,2.0,2.0,6.0,99.8,125.28333333333332,0.8333333333333334,5.0,6.0,99.8
428.0,2.0,2.0,6.0,99.8,125.28333333333332,0.8333333333333334,5.0,6.0,1.0,1.0,2.0,7.0,65.96,116.80857142857143,0.8571428571428571,6.0,7.0,65.96
429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
429.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,58.11,58.11,2.0,2.0,1.0,58.11
431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,133.86,133.86,1.0,1.0,1.0,133.86
431.0,1.0,1.0,1.0,133.86,133.86,1.0,1.0,1.0,1.0,1.0,1.0,2.0,68.0,100.93,1.0,2.0,2.0,68.0
432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
432.0,3.0,3.0,1.0,138.0,138.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,68.0,103.0,1.0,2.0,2.0,68.0
432.0,1.0,3.0,2.0,68.0,103.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,208.0,138.0,1.0,3.0,3.0,208.0
432.0,1.0,3.0,3.0,208.0,138.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,68.0,120.5,1.0,4.0,4.0,68.0
432.0,1.0,3.0,4.0,68.0,120.5,1.0,4.0,4.0,0.0,1.0,3.0,5.0,39.9,104.38,0.8,4.0,5.0,39.9
432.0,1.0,3.0,5.0,39.9,104.38,0.8,4.0,5.0,2.0,2.0,3.0,6.0,56.89,96.46499999999999,0.8333333333333334,5.0,6.0,56.89
432.0,2.0,3.0,6.0,56.89,96.46499999999999,0.8333333333333334,5.0,6.0,2.0,2.0,3.0,7.0,115.06,99.12142857142855,0.8571428571428571,6.0,7.0,115.06
432.0,2.0,3.0,7.0,115.06,99.12142857142855,0.8571428571428571,6.0,7.0,2.0,2.0,3.0,8.0,110.86,100.58874999999999,0.875,7.0,8.0,110.86
432.0,2.0,3.0,8.0,110.86,100.58874999999999,0.875,7.0,8.0,3.0,3.0,3.0,9.0,96.03,100.08222222222221,0.8888888888888888,8.0,9.0,96.03
433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
433.0,3.0,3.0,1.0,138.0,138.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,364.0,251.0,1.0,2.0,4.0,364.0
435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,117.97,117.97,1.0,1.0,1.0,117.97
438.0,3.0,3.0,1.0,117.97,117.97,1.0,1.0,1.0,1.0,1.0,3.0,2.0,138.0,127.985,1.0,2.0,2.0,138.0
438.0,1.0,3.0,2.0,138.0,127.985,1.0,2.0,2.0,3.0,3.0,3.0,2.0,138.0,127.985,1.5,3.0,2.0,0.0
440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,137.99,137.99,1.0,1.0,1.0,137.99
441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
441.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,68.0,68.0,1.0,2.0,2.0,68.0
441.0,1.0,1.0,2.0,68.0,68.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,99.8,78.60000000000001,1.0,3.0,3.0,99.8
441.0,2.0,2.0,3.0,99.8,78.60000000000001,1.0,3.0,3.0,3.0,3.0,3.0,4.0,115.11,87.7275,1.0,4.0,4.0,115.11
441.0,3.0,3.0,4.0,115.11,87.7275,1.0,4.0,4.0,1.0,1.0,3.0,5.0,65.96,83.374,1.0,5.0,5.0,65.96
441.0,1.0,3.0,5.0,65.96,83.374,1.0,5.0,5.0,1.0,1.0,3.0,6.0,68.0,80.81166666666667,1.0,6.0,6.0,68.0
442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,201.76,201.76,1.0,1.0,1.0,201.76
443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
