编号,最近一次使用消费券的折扣,历史使用优惠券折扣的最大值,历史购买总次数,最近一次消费金额,历史消费金额的平均值,历史使用优惠券的频率,历史使用优惠券的总次数,历史购买产品数量,Action,next.1,next.2,next.3,next.4,next.5,next.6,next.7,next.8,Reward
122.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,1.0,1.0,1.0,2.0,68.0,66.97999999999999,1.0,2.0,2.0,68.0
122.0,1.0,1.0,2.0,68.0,66.97999999999999,1.0,2.0,2.0,2.0,2.0,2.0,3.0,99.8,77.92,1.0,3.0,3.0,99.8
122.0,2.0,2.0,3.0,99.8,77.92,1.0,3.0,3.0,0.0,0.0,2.0,4.0,202.73,109.1225,1.0,4.0,4.0,202.73
124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,96.81,96.81,1.0,1.0,1.0,96.81
124.0,2.0,2.0,1.0,96.81,96.81,1.0,1.0,1.0,3.0,3.0,3.0,1.0,96.81,96.81,2.0,2.0,1.0,0.0
126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,209.0
128.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,202.73,205.865,1.0,2.0,2.0,202.73
129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,131.92,131.92,1.0,1.0,2.0,131.92
129.0,1.0,1.0,1.0,131.92,131.92,1.0,1.0,2.0,2.0,2.0,2.0,2.0,316.32,224.12,1.0,2.0,3.0,316.32
130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,209.0
142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
142.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,83.33,110.66499999999999,1.0,2.0,2.0,83.33
142.0,2.0,2.0,2.0,83.33,110.66499999999999,1.0,2.0,2.0,2.0,2.0,2.0,3.0,83.6,101.64333333333332,1.0,3.0,3.0,83.6
142.0,2.0,2.0,3.0,83.6,101.64333333333332,1.0,3.0,3.0,2.0,2.0,2.0,4.0,84.76,97.42249999999999,1.0,4.0,4.0,84.76
142.0,2.0,2.0,4.0,84.76,97.42249999999999,1.0,4.0,4.0,1.0,1.0,2.0,5.0,68.0,91.53799999999998,1.0,5.0,5.0,68.0
142.0,1.0,2.0,5.0,68.0,91.53799999999998,1.0,5.0,5.0,3.0,3.0,3.0,5.0,68.0,91.53799999999998,1.2,6.0,5.0,0.0
144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,16.4,16.4,1.0,1.0,1.0,16.4
144.0,1.0,1.0,1.0,16.4,16.4,1.0,1.0,1.0,2.0,2.0,2.0,2.0,116.92,66.66,1.0,2.0,4.0,116.92
144.0,2.0,2.0,2.0,116.92,66.66,1.0,2.0,4.0,2.0,2.0,2.0,3.0,96.81,76.71,1.0,3.0,5.0,96.81
144.0,2.0,2.0,3.0,96.81,76.71,1.0,3.0,5.0,3.0,3.0,3.0,4.0,97.61,81.935,1.0,4.0,7.0,97.61
144.0,3.0,3.0,4.0,97.61,81.935,1.0,4.0,7.0,2.0,2.0,3.0,5.0,160.42,97.63199999999999,1.0,5.0,9.0,160.42
144.0,2.0,3.0,5.0,160.42,97.63199999999999,1.0,5.0,9.0,3.0,3.0,3.0,6.0,170.52,109.77999999999999,1.0,6.0,10.0,170.52
144.0,3.0,3.0,6.0,170.52,109.77999999999999,1.0,6.0,10.0,0.0,0.0,3.0,7.0,356.96,145.09142857142857,1.0,7.0,11.0,356.96
145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,111.8,111.8,1.0,1.0,1.0,111.8
145.0,2.0,2.0,1.0,111.8,111.8,1.0,1.0,1.0,2.0,2.0,2.0,2.0,96.81,104.305,1.0,2.0,2.0,96.81
147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,87.33,87.33,1.0,1.0,1.0,87.33
147.0,2.0,2.0,1.0,87.33,87.33,1.0,1.0,1.0,3.0,3.0,3.0,1.0,87.33,87.33,2.0,2.0,1.0,0.0
147.0,3.0,3.0,1.0,87.33,87.33,2.0,2.0,1.0,2.0,2.0,3.0,2.0,318.0,202.665,1.5,3.0,2.0,318.0
147.0,2.0,3.0,2.0,318.0,202.665,1.5,3.0,2.0,3.0,3.0,3.0,3.0,112.48,172.60333333333332,1.3333333333333333,4.0,3.0,112.48
147.0,3.0,3.0,3.0,112.48,172.60333333333332,1.3333333333333333,4.0,3.0,2.0,2.0,3.0,4.0,175.36,173.2925,1.25,5.0,4.0,175.36
149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,308.54,308.54,1.0,1.0,1.0,308.54
150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
150.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,84.1,111.05,1.0,2.0,2.0,84.1
151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,209.0,209.0,2.0,2.0,1.0,209.0
151.0,3.0,3.0,1.0,209.0,209.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,65.96,137.48,1.5,3.0,2.0,65.96
151.0,1.0,3.0,2.0,65.96,137.48,1.5,3.0,2.0,3.0,3.0,3.0,2.0,65.96,137.48,2.0,4.0,2.0,0.0
152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
152.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,1.0,1.0,1.0,2.0,68.0,66.97999999999999,1.0,2.0,2.0,68.0
154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,338.0,338.0,1.0,1.0,1.0,338.0
154.0,0.0,0.0,1.0,338.0,338.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,368.0,353.0,1.0,2.0,3.0,368.0
154.0,1.0,1.0,2.0,368.0,353.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,65.96,257.32,1.0,3.0,4.0,65.96
155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,343.14,343.14,1.0,1.0,1.0,343.14
162.0,0.0,0.0,1.0,343.14,343.14,1.0,1.0,1.0,2.0,2.0,2.0,2.0,99.8,221.47,1.0,2.0,2.0,99.8
162.0,2.0,2.0,2.0,99.8,221.47,1.0,2.0,2.0,2.0,2.0,2.0,3.0,168.37,203.76999999999998,1.0,3.0,4.0,168.37
162.0,2.0,2.0,3.0,168.37,203.76999999999998,1.0,3.0,4.0,3.0,3.0,3.0,3.0,168.37,203.76999999999998,1.3333333333333333,4.0,4.0,0.0
162.0,3.0,3.0,3.0,168.37,203.76999999999998,1.3333333333333333,4.0,4.0,2.0,2.0,3.0,4.0,57.36,167.1675,1.25,5.0,5.0,57.36
162.0,2.0,3.0,4.0,57.36,167.1675,1.25,5.0,5.0,0.0,0.0,3.0,5.0,118.61,157.456,1.2,6.0,7.0,118.61
162.0,0.0,3.0,5.0,118.61,157.456,1.2,6.0,7.0,3.0,3.0,3.0,6.0,138.0,154.21333333333334,1.1666666666666667,7.0,8.0,138.0
163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,109.63,109.63,1.0,1.0,2.0,109.63
164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,167.21,167.21,1.0,1.0,1.0,167.21
164.0,2.0,2.0,1.0,167.21,167.21,1.0,1.0,1.0,3.0,3.0,3.0,1.0,167.21,167.21,2.0,2.0,1.0,0.0
164.0,3.0,3.0,1.0,167.21,167.21,2.0,2.0,1.0,1.0,1.0,3.0,2.0,67.33,117.27000000000001,1.5,3.0,2.0,67.33
165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,418.0,418.0,1.0,1.0,2.0,418.0
165.0,0.0,0.0,1.0,418.0,418.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,418.0,418.0,2.0,2.0,2.0,0.0
165.0,3.0,3.0,1.0,418.0,418.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,368.0,393.0,1.5,3.0,4.0,368.0
165.0,1.0,3.0,2.0,368.0,393.0,1.5,3.0,4.0,3.0,3.0,3.0,2.0,368.0,393.0,2.0,4.0,4.0,0.0
165.0,3.0,3.0,2.0,368.0,393.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,68.0,284.6666666666667,1.6666666666666667,5.0,5.0,68.0
166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,111.8,111.8,1.0,1.0,1.0,111.8
166.0,3.0,3.0,1.0,111.8,111.8,1.0,1.0,1.0,3.0,3.0,3.0,2.0,111.42,111.61,1.0,2.0,2.0,111.42
167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
167.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,99.8,83.9,1.0,2.0,2.0,99.8
168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
168.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,90.32,79.16,1.0,2.0,2.0,90.32
168.0,2.0,2.0,2.0,90.32,79.16,1.0,2.0,2.0,3.0,3.0,3.0,3.0,58.11,72.14333333333333,1.0,3.0,3.0,58.11
168.0,3.0,3.0,3.0,58.11,72.14333333333333,1.0,3.0,3.0,3.0,3.0,3.0,3.0,58.11,72.14333333333333,1.3333333333333333,4.0,3.0,0.0
168.0,3.0,3.0,3.0,58.11,72.14333333333333,1.3333333333333333,4.0,3.0,3.0,3.0,3.0,4.0,110.9,81.83250000000001,1.25,5.0,4.0,110.9
168.0,3.0,3.0,4.0,110.9,81.83250000000001,1.25,5.0,4.0,1.0,1.0,3.0,5.0,138.0,93.066,1.2,6.0,5.0,138.0
168.0,1.0,3.0,5.0,138.0,93.066,1.2,6.0,5.0,3.0,3.0,3.0,6.0,133.86,99.86500000000001,1.1666666666666667,7.0,6.0,133.86
168.0,3.0,3.0,6.0,133.86,99.86500000000001,1.1666666666666667,7.0,6.0,3.0,3.0,3.0,7.0,134.47,104.80857142857144,1.1428571428571428,8.0,8.0,134.47
168.0,3.0,3.0,7.0,134.47,104.80857142857144,1.1428571428571428,8.0,8.0,3.0,3.0,3.0,8.0,133.86,108.44000000000001,1.125,9.0,9.0,133.86
168.0,3.0,3.0,8.0,133.86,108.44000000000001,1.125,9.0,9.0,1.0,1.0,3.0,9.0,89.0,106.28000000000002,1.1111111111111112,10.0,10.0,89.0
168.0,1.0,3.0,9.0,89.0,106.28000000000002,1.1111111111111112,10.0,10.0,1.0,1.0,3.0,10.0,133.86,109.03800000000001,1.1,11.0,11.0,133.86
168.0,1.0,3.0,10.0,133.86,109.03800000000001,1.1,11.0,11.0,2.0,2.0,3.0,11.0,99.8,108.19818181818182,1.0909090909090908,12.0,12.0,99.8
173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,136.0,136.0,1.0,1.0,2.0,136.0
177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
177.0,2.0,2.0,1.0,138.0,138.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,318.0,228.0,1.0,2.0,2.0,318.0
178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,111.15,111.15,1.0,1.0,1.0,111.15
179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.71,38.71,1.0,1.0,1.0,38.71
180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,338.0,338.0,1.0,1.0,1.0,338.0
180.0,2.0,2.0,1.0,338.0,338.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,68.0,203.0,1.0,2.0,2.0,68.0
180.0,1.0,2.0,2.0,68.0,203.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,318.0,241.33333333333334,1.0,3.0,3.0,318.0
181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,118.74,118.74,1.0,1.0,2.0,118.74
182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,83.35,83.35,1.0,1.0,1.0,83.35
185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,96.81,96.81,1.0,1.0,1.0,96.81
185.0,2.0,2.0,1.0,96.81,96.81,1.0,1.0,1.0,0.0,0.0,2.0,2.0,209.0,152.905,1.0,2.0,2.0,209.0
185.0,0.0,2.0,2.0,209.0,152.905,1.0,2.0,2.0,1.0,1.0,2.0,3.0,368.0,224.60333333333332,1.0,3.0,4.0,368.0
188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
189.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,68.0,68.0,2.0,2.0,1.0,0.0
191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,112.24,112.24,1.0,1.0,1.0,112.24
193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,138.0,138.0,1.0,1.0,1.0,138.0
195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,54.81,54.81,1.0,1.0,1.0,54.81
195.0,2.0,2.0,1.0,54.81,54.81,1.0,1.0,1.0,3.0,3.0,3.0,1.0,54.81,54.81,2.0,2.0,1.0,0.0
195.0,3.0,3.0,1.0,54.81,54.81,2.0,2.0,1.0,3.0,3.0,3.0,2.0,138.0,96.405,1.5,3.0,2.0,138.0
195.0,3.0,3.0,2.0,138.0,96.405,1.5,3.0,2.0,2.0,2.0,3.0,3.0,99.0,97.27,1.3333333333333333,4.0,3.0,99.0
195.0,2.0,3.0,3.0,99.0,97.27,1.3333333333333333,4.0,3.0,3.0,3.0,3.0,4.0,138.0,107.4525,1.25,5.0,4.0,138.0
195.0,3.0,3.0,4.0,138.0,107.4525,1.25,5.0,4.0,3.0,3.0,3.0,5.0,138.0,113.56199999999998,1.2,6.0,5.0,138.0
195.0,3.0,3.0,5.0,138.0,113.56199999999998,1.2,6.0,5.0,0.0,0.0,3.0,6.0,209.0,129.46833333333333,1.1666666666666667,7.0,6.0,209.0
195.0,0.0,3.0,6.0,209.0,129.46833333333333,1.1666666666666667,7.0,6.0,1.0,1.0,3.0,7.0,131.92,129.8185714285714,1.1428571428571428,8.0,8.0,131.92
197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,209.0
197.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,68.0,138.5,1.0,2.0,2.0,68.0
199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,73.37,73.37,1.0,1.0,1.0,73.37
205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
205.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,136.0,136.0,2.0,2.0,2.0,136.0
206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,80.37,80.37,1.0,1.0,1.0,80.37
206.0,2.0,2.0,1.0,80.37,80.37,1.0,1.0,1.0,3.0,3.0,3.0,1.0,80.37,80.37,2.0,2.0,1.0,0.0
210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,209.0
213.0,0.0,0.0,1.0,209.0,209.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,133.86,171.43,1.0,2.0,2.0,133.86
213.0,1.0,1.0,2.0,133.86,171.43,1.0,2.0,2.0,2.0,2.0,2.0,3.0,84.58,142.48,1.0,3.0,3.0,84.58
217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,136.0,136.0,1.0,1.0,2.0,136.0
220.0,1.0,1.0,1.0,136.0,136.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,99.8,117.9,1.0,2.0,3.0,99.8
220.0,2.0,2.0,2.0,99.8,117.9,1.0,2.0,3.0,1.0,1.0,2.0,3.0,136.0,123.93333333333334,1.0,3.0,5.0,136.0
220.0,1.0,2.0,3.0,136.0,123.93333333333334,1.0,3.0,5.0,2.0,2.0,2.0,4.0,80.65,113.11250000000001,1.0,4.0,6.0,80.65
220.0,2.0,2.0,4.0,80.65,113.11250000000001,1.0,4.0,6.0,3.0,3.0,3.0,5.0,111.76,112.84200000000001,1.0,5.0,7.0,111.76
222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,82.03,82.03,1.0,1.0,1.0,82.03
223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
223.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
229.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,138.0,118.9,1.0,2.0,2.0,138.0
229.0,1.0,2.0,2.0,138.0,118.9,1.0,2.0,2.0,1.0,1.0,2.0,3.0,318.0,185.26666666666665,1.0,3.0,3.0,318.0
229.0,1.0,2.0,3.0,318.0,185.26666666666665,1.0,3.0,3.0,2.0,2.0,2.0,4.0,171.9,181.92499999999998,1.0,4.0,5.0,171.9
229.0,2.0,2.0,4.0,171.9,181.92499999999998,1.0,4.0,5.0,2.0,2.0,2.0,5.0,285.59,202.658,1.0,5.0,6.0,285.59
229.0,2.0,2.0,5.0,285.59,202.658,1.0,5.0,6.0,2.0,2.0,2.0,6.0,83.37,182.77666666666664,1.0,6.0,7.0,83.37
229.0,2.0,2.0,6.0,83.37,182.77666666666664,1.0,6.0,7.0,3.0,3.0,3.0,7.0,99.0,170.8085714285714,1.0,7.0,8.0,99.0
229.0,3.0,3.0,7.0,99.0,170.8085714285714,1.0,7.0,8.0,3.0,3.0,3.0,8.0,134.2,166.2325,1.0,8.0,9.0,134.2
230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,192.06,192.06,1.0,1.0,2.0,192.06
230.0,3.0,3.0,1.0,192.06,192.06,1.0,1.0,2.0,2.0,2.0,3.0,2.0,113.19,152.625,1.0,2.0,4.0,113.19
230.0,2.0,3.0,2.0,113.19,152.625,1.0,2.0,4.0,1.0,1.0,3.0,3.0,68.0,124.41666666666667,1.0,3.0,5.0,68.0
230.0,1.0,3.0,3.0,68.0,124.41666666666667,1.0,3.0,5.0,3.0,3.0,3.0,4.0,110.91,121.03999999999999,1.0,4.0,6.0,110.91
230.0,3.0,3.0,4.0,110.91,121.03999999999999,1.0,4.0,6.0,2.0,2.0,3.0,5.0,99.8,116.79199999999999,1.0,5.0,7.0,99.8
232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
232.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,2.0,2.0,2.0,2.0,99.8,99.8,1.0,2.0,2.0,99.8
232.0,2.0,2.0,2.0,99.8,99.8,1.0,2.0,2.0,3.0,3.0,3.0,3.0,114.82,104.80666666666666,1.0,3.0,3.0,114.82
233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,96.81,96.81,1.0,1.0,1.0,96.81
233.0,2.0,2.0,1.0,96.81,96.81,1.0,1.0,1.0,3.0,3.0,3.0,2.0,119.34,108.075,1.0,2.0,2.0,119.34
234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
234.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,111.76,111.76,2.0,2.0,1.0,111.76
236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
236.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,318.0,318.0,3.0,3.0,1.0,318.0
239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.96,65.96,1.0,1.0,1.0,65.96
241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,88.39,88.39,1.0,1.0,1.0,88.39
241.0,2.0,2.0,1.0,88.39,88.39,1.0,1.0,1.0,2.0,2.0,2.0,2.0,349.0,218.695,1.0,2.0,2.0,349.0
241.0,2.0,2.0,2.0,349.0,218.695,1.0,2.0,2.0,1.0,1.0,2.0,3.0,306.69,248.02666666666664,1.0,3.0,3.0,306.69
241.0,1.0,2.0,3.0,306.69,248.02666666666664,1.0,3.0,3.0,3.0,3.0,3.0,4.0,134.92,219.74999999999997,1.0,4.0,4.0,134.92
242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,99.8,99.8,1.0,1.0,1.0,99.8
247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,99.8,99.8,2.0,2.0,1.0,99.8
251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
251.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,209.0,138.5,1.0,2.0,2.0,209.0
253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.69,13.69,1.0,1.0,1.0,13.69
254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,68.0,68.0,1.0,1.0,1.0,68.0
255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
255.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,324.29,324.29,2.0,2.0,1.0,324.29
255.0,0.0,3.0,1.0,324.29,324.29,2.0,2.0,1.0,2.0,2.0,3.0,2.0,115.91,220.10000000000002,1.5,3.0,2.0,115.91
255.0,2.0,3.0,2.0,115.91,220.10000000000002,1.5,3.0,2.0,3.0,3.0,3.0,3.0,138.0,192.73333333333335,1.3333333333333333,4.0,3.0,138.0
255.0,3.0,3.0,3.0,138.0,192.73333333333335,1.3333333333333333,4.0,3.0,2.0,2.0,3.0,4.0,290.0,217.05,1.25,5.0,8.0,290.0
255.0,2.0,3.0,4.0,290.0,217.05,1.25,5.0,8.0,3.0,3.0,3.0,5.0,133.86,200.412,1.2,6.0,9.0,133.86
256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
256.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,68.0,68.0,2.0,2.0,1.0,68.0
256.0,1.0,3.0,1.0,68.0,68.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,79.53,73.765,1.5,3.0,2.0,79.53
256.0,2.0,3.0,2.0,79.53,73.765,1.5,3.0,2.0,0.0,0.0,3.0,3.0,368.0,171.84333333333333,1.3333333333333333,4.0,3.0,368.0
256.0,0.0,3.0,3.0,368.0,171.84333333333333,1.3333333333333333,4.0,3.0,3.0,3.0,3.0,3.0,368.0,171.84333333333333,1.6666666666666667,5.0,3.0,0.0
